operation,file_size(KB),record_size(KB),num_threads,memory_size,time(ms),throughput(KB/ms)
write,1024,32,4,16,0.046000,695.652174
write,1024,32,4,16,0.047000,680.851064
write,1024,32,4,16,0.045000,711.111111
write,1024,32,4,16,0.044000,727.272727
write,1024,32,4,16,0.045000,711.111111
write,1024,32,4,16,0.047000,680.851064
write,1024,32,4,16,0.053000,603.773585
write,1024,32,4,16,0.052000,615.384615
write,1024,32,4,16,0.049000,653.061224
write,1024,32,4,16,0.052000,615.384615
write,1024,32,4,16,0.057000,561.403509
write,1024,32,4,16,0.054000,592.592593
write,1024,32,4,16,0.051000,627.450980
write,1024,32,4,16,0.048000,666.666667
write,1024,32,4,16,0.049000,653.061224
write,1024,32,4,16,0.055000,581.818182
write,1024,32,4,16,0.053000,603.773585
write,1024,32,4,16,0.051000,627.450980
write,1024,32,4,16,0.054000,592.592593
write,1024,32,4,16,0.049000,653.061224
write,1024,32,4,16,0.052000,615.384615
write,1024,32,4,16,0.049000,653.061224
write,1024,32,4,16,0.052000,615.384615
write,1024,32,4,16,0.050000,640.000000
write,1024,32,4,16,0.048000,666.666667
write,1024,32,4,16,0.048000,666.666667
write,1024,32,4,16,0.049000,653.061224
write,1024,32,4,16,0.050000,640.000000
write,1024,32,4,16,0.053000,603.773585
write,1024,32,4,16,0.049000,653.061224
read,1024,32,4,16,0.037000,864.864865
read,1024,32,4,16,0.006000,5333.333333
read,1024,32,4,16,0.007000,4571.428571
read,1024,32,4,16,0.007000,4571.428571
read,1024,32,4,16,0.006000,5333.333333
read,1024,32,4,16,0.006000,5333.333333
read,1024,32,4,16,0.005000,6400.000000
read,1024,32,4,16,0.006000,5333.333333
read,1024,32,4,16,0.007000,4571.428571
read,1024,32,4,16,0.006000,5333.333333
read,1024,32,4,16,0.005000,6400.000000
read,1024,32,4,16,0.007000,4571.428571
read,1024,32,4,16,0.008000,4000.000000
read,1024,32,4,16,0.008000,4000.000000
read,1024,32,4,16,0.007000,4571.428571
read,1024,32,4,16,0.005000,6400.000000
read,1024,32,4,16,0.018000,1777.777778
read,1024,32,4,16,0.007000,4571.428571
read,1024,32,4,16,0.010000,3200.000000
read,1024,32,4,16,0.007000,4571.428571
read,1024,32,4,16,0.006000,5333.333333
read,1024,32,4,16,0.007000,4571.428571
read,1024,32,4,16,0.009000,3555.555556
read,1024,32,4,16,0.007000,4571.428571
read,1024,32,4,16,0.006000,5333.333333
read,1024,32,4,16,0.005000,6400.000000
read,1024,32,4,16,0.007000,4571.428571
read,1024,32,4,16,0.006000,5333.333333
read,1024,32,4,16,0.006000,5333.333333
read,1024,32,4,16,0.006000,5333.333333
read,1024,32,4,16,0.005000,6400.000000
read,1024,32,4,16,0.004000,8000.000000
write,1024,128,4,16,0.157000,815.286624
write,1024,128,4,16,0.097000,1319.587629
write,1024,128,4,16,0.098000,1306.122449
write,1024,128,4,16,0.095000,1347.368421
write,1024,128,4,16,0.094000,1361.702128
write,1024,128,4,16,0.093000,1376.344086
write,1024,128,4,16,0.095000,1347.368421
write,1024,128,4,16,0.098000,1306.122449
read,1024,128,4,16,0.033000,3878.787879
read,1024,128,4,16,0.014000,9142.857143
read,1024,128,4,16,0.013000,9846.153846
read,1024,128,4,16,0.013000,9846.153846
read,1024,128,4,16,0.012000,10666.666667
read,1024,128,4,16,0.010000,12800.000000
read,1024,128,4,16,0.011000,11636.363636
read,1024,128,4,16,0.009000,14222.222222
write,1024,512,4,16,0.360000,1422.222222
write,1024,512,4,16,0.302000,1695.364238
read,1024,512,4,16,0.063000,8126.984127
read,1024,512,4,16,0.038000,13473.684211
write,64,32,8,16,0.215000,148.837209
write,64,32,8,16,0.073000,438.356164
read,64,32,8,16,0.033000,969.696970
read,64,32,8,16,0.015000,2133.333333
write,256,32,8,16,0.128000,250.000000
write,256,32,8,16,0.061000,524.590164
write,256,32,8,16,0.063000,507.936508
write,256,32,8,16,0.064000,500.000000
write,256,32,8,16,0.062000,516.129032
write,256,32,8,16,0.063000,507.936508
write,256,32,8,16,0.062000,516.129032
write,256,32,8,16,0.065000,492.307692
read,256,32,8,16,0.042000,761.904762
read,256,32,8,16,0.010000,3200.000000
read,256,32,8,16,0.008000,4000.000000
read,256,32,8,16,0.009000,3555.555556
read,256,32,8,16,0.007000,4571.428571
read,256,32,8,16,0.008000,4000.000000
read,256,32,8,16,0.008000,4000.000000
read,256,32,8,16,0.012000,2666.666667
write,256,128,8,16,0.165000,775.757576
write,256,128,8,16,0.117000,1094.017094
read,256,128,8,16,0.044000,2909.090909
read,256,128,8,16,0.017000,7529.411765
write,1024,32,8,16,0.106000,301.886792
write,1024,32,8,16,0.051000,627.450980
write,1024,32,8,16,0.046000,695.652174
write,1024,32,8,16,0.049000,653.061224
write,1024,32,8,16,0.050000,640.000000
write,1024,32,8,16,0.049000,653.061224
write,1024,32,8,16,0.051000,627.450980
write,1024,32,8,16,0.053000,603.773585
write,1024,32,8,16,0.054000,592.592593
write,1024,32,8,16,0.051000,627.450980
write,1024,32,8,16,0.048000,666.666667
write,1024,32,8,16,0.052000,615.384615
write,1024,32,8,16,0.053000,603.773585
write,1024,32,8,16,0.055000,581.818182
write,1024,32,8,16,0.051000,627.450980
write,1024,32,8,16,0.048000,666.666667
write,1024,32,8,16,0.052000,615.384615
write,1024,32,8,16,0.056000,571.428571
write,1024,32,8,16,0.056000,571.428571
write,1024,32,8,16,0.058000,551.724138
write,1024,32,8,16,0.053000,603.773585
write,1024,32,8,16,0.052000,615.384615
write,1024,32,8,16,0.056000,571.428571
write,1024,32,8,16,0.053000,603.773585
write,1024,32,8,16,0.057000,561.403509
write,1024,32,8,16,0.052000,615.384615
write,1024,32,8,16,0.051000,627.450980
write,1024,32,8,16,0.052000,615.384615
write,1024,32,8,16,0.053000,603.773585
write,1024,32,8,16,0.054000,592.592593
write,1024,32,8,16,0.053000,603.773585
write,1024,32,8,16,0.050000,640.000000
read,1024,32,8,16,0.034000,941.176471
read,1024,32,8,16,0.007000,4571.428571
read,1024,32,8,16,0.005000,6400.000000
read,1024,32,8,16,0.007000,4571.428571
read,1024,32,8,16,0.006000,5333.333333
read,1024,32,8,16,0.009000,3555.555556
read,1024,32,8,16,0.007000,4571.428571
read,1024,32,8,16,0.006000,5333.333333
read,1024,32,8,16,0.006000,5333.333333
read,1024,32,8,16,0.007000,4571.428571
read,1024,32,8,16,0.006000,5333.333333
read,1024,32,8,16,0.006000,5333.333333
read,1024,32,8,16,0.006000,5333.333333
read,1024,32,8,16,0.006000,5333.333333
read,1024,32,8,16,0.007000,4571.428571
read,1024,32,8,16,0.006000,5333.333333
read,1024,32,8,16,0.015000,2133.333333
read,1024,32,8,16,0.006000,5333.333333
read,1024,32,8,16,0.006000,5333.333333
read,1024,32,8,16,0.007000,4571.428571
read,1024,32,8,16,0.006000,5333.333333
read,1024,32,8,16,0.005000,6400.000000
read,1024,32,8,16,0.005000,6400.000000
read,1024,32,8,16,0.006000,5333.333333
read,1024,32,8,16,0.006000,5333.333333
read,1024,32,8,16,0.005000,6400.000000
read,1024,32,8,16,0.005000,6400.000000
read,1024,32,8,16,0.005000,6400.000000
read,1024,32,8,16,0.005000,6400.000000
read,1024,32,8,16,0.005000,6400.000000
read,1024,32,8,16,0.005000,6400.000000
read,1024,32,8,16,0.004000,8000.000000
write,1024,128,8,16,0.185000,691.891892
write,1024,128,8,16,0.123000,1040.650407
write,1024,128,8,16,0.116000,1103.448276
write,1024,128,8,16,0.113000,1132.743363
write,1024,128,8,16,0.112000,1142.857143
write,1024,128,8,16,0.112000,1142.857143
write,1024,128,8,16,0.112000,1142.857143
write,1024,128,8,16,0.111000,1153.153153
read,1024,128,8,16,0.047000,2723.404255
read,1024,128,8,16,0.015000,8533.333333
read,1024,128,8,16,0.015000,8533.333333
read,1024,128,8,16,0.013000,9846.153846
read,1024,128,8,16,0.013000,9846.153846
read,1024,128,8,16,0.014000,9142.857143
read,1024,128,8,16,0.013000,9846.153846
read,1024,128,8,16,0.011000,11636.363636
write,1024,512,8,16,0.423000,1210.401891
write,1024,512,8,16,0.357000,1434.173669
read,1024,512,8,16,0.118000,4338.983051
read,1024,512,8,16,0.052000,9846.153846
write,64,32,16,16,0.186000,172.043011
write,64,32,16,16,0.056000,571.428571
read,64,32,16,16,0.024000,1333.333333
read,64,32,16,16,0.012000,2666.666667
write,256,32,16,16,0.107000,299.065421
write,256,32,16,16,0.047000,680.851064
write,256,32,16,16,0.047000,680.851064
write,256,32,16,16,0.050000,640.000000
write,256,32,16,16,0.049000,653.061224
write,256,32,16,16,0.051000,627.450980
write,256,32,16,16,0.048000,666.666667
write,256,32,16,16,0.049000,653.061224
read,256,32,16,16,0.034000,941.176471
read,256,32,16,16,0.006000,5333.333333
read,256,32,16,16,0.006000,5333.333333
read,256,32,16,16,0.006000,5333.333333
read,256,32,16,16,0.006000,5333.333333
read,256,32,16,16,0.006000,5333.333333
read,256,32,16,16,0.006000,5333.333333
read,256,32,16,16,0.010000,3200.000000
write,256,128,16,16,0.190000,673.684211
write,256,128,16,16,0.118000,1084.745763
read,256,128,16,16,0.043000,2976.744186
read,256,128,16,16,0.020000,6400.000000
write,1024,32,16,16,0.119000,268.907563
write,1024,32,16,16,0.049000,653.061224
write,1024,32,16,16,0.046000,695.652174
write,1024,32,16,16,0.046000,695.652174
write,1024,32,16,16,0.048000,666.666667
write,1024,32,16,16,0.045000,711.111111
write,1024,32,16,16,0.047000,680.851064
write,1024,32,16,16,0.047000,680.851064
write,1024,32,16,16,0.058000,551.724138
write,1024,32,16,16,0.051000,627.450980
write,1024,32,16,16,0.048000,666.666667
write,1024,32,16,16,0.052000,615.384615
write,1024,32,16,16,0.049000,653.061224
write,1024,32,16,16,0.050000,640.000000
write,1024,32,16,16,0.051000,627.450980
write,1024,32,16,16,0.049000,653.061224
write,1024,32,16,16,0.048000,666.666667
write,1024,32,16,16,0.051000,627.450980
write,1024,32,16,16,0.049000,653.061224
write,1024,32,16,16,0.051000,627.450980
write,1024,32,16,16,0.051000,627.450980
write,1024,32,16,16,0.048000,666.666667
write,1024,32,16,16,0.051000,627.450980
write,1024,32,16,16,0.049000,653.061224
write,1024,32,16,16,0.055000,581.818182
write,1024,32,16,16,0.050000,640.000000
write,1024,32,16,16,0.048000,666.666667
write,1024,32,16,16,0.052000,615.384615
write,1024,32,16,16,0.053000,603.773585
write,1024,32,16,16,0.049000,653.061224
write,1024,32,16,16,0.050000,640.000000
write,1024,32,16,16,0.048000,666.666667
read,1024,32,16,16,0.035000,914.285714
read,1024,32,16,16,0.009000,3555.555556
read,1024,32,16,16,0.006000,5333.333333
read,1024,32,16,16,0.005000,6400.000000
read,1024,32,16,16,0.006000,5333.333333
read,1024,32,16,16,0.006000,5333.333333
read,1024,32,16,16,0.009000,3555.555556
read,1024,32,16,16,0.005000,6400.000000
read,1024,32,16,16,0.005000,6400.000000
read,1024,32,16,16,0.006000,5333.333333
read,1024,32,16,16,0.007000,4571.428571
read,1024,32,16,16,0.006000,5333.333333
read,1024,32,16,16,0.006000,5333.333333
read,1024,32,16,16,0.009000,3555.555556
read,1024,32,16,16,0.007000,4571.428571
read,1024,32,16,16,0.006000,5333.333333
read,1024,32,16,16,0.018000,1777.777778
read,1024,32,16,16,0.006000,5333.333333
read,1024,32,16,16,0.007000,4571.428571
read,1024,32,16,16,0.007000,4571.428571
read,1024,32,16,16,0.005000,6400.000000
read,1024,32,16,16,0.006000,5333.333333
read,1024,32,16,16,0.007000,4571.428571
read,1024,32,16,16,0.007000,4571.428571
read,1024,32,16,16,0.005000,6400.000000
read,1024,32,16,16,0.008000,4000.000000
read,1024,32,16,16,0.006000,5333.333333
read,1024,32,16,16,0.009000,3555.555556
read,1024,32,16,16,0.006000,5333.333333
read,1024,32,16,16,0.005000,6400.000000
read,1024,32,16,16,0.006000,5333.333333
read,1024,32,16,16,0.004000,8000.000000
write,1024,128,16,16,0.163000,785.276074
write,1024,128,16,16,0.107000,1196.261682
write,1024,128,16,16,0.101000,1267.326733
write,1024,128,16,16,0.099000,1292.929293
write,1024,128,16,16,0.101000,1267.326733
write,1024,128,16,16,0.094000,1361.702128
write,1024,128,16,16,0.095000,1347.368421
write,1024,128,16,16,0.094000,1361.702128
read,1024,128,16,16,0.031000,4129.032258
read,1024,128,16,16,0.016000,8000.000000
read,1024,128,16,16,0.013000,9846.153846
read,1024,128,16,16,0.013000,9846.153846
read,1024,128,16,16,0.012000,10666.666667
read,1024,128,16,16,0.012000,10666.666667
read,1024,128,16,16,0.012000,10666.666667
read,1024,128,16,16,0.011000,11636.363636
write,1024,512,16,16,0.376000,1361.702128
write,1024,512,16,16,0.313000,1635.782748
read,1024,512,16,16,0.062000,8258.064516
read,1024,512,16,16,0.039000,13128.205128
write,64,32,32,16,0.203000,157.635468
write,64,32,32,16,0.073000,438.356164
read,64,32,32,16,0.036000,888.888889
read,64,32,32,16,0.015000,2133.333333
write,256,32,32,16,0.147000,217.687075
write,256,32,32,16,0.065000,492.307692
write,256,32,32,16,0.064000,500.000000
write,256,32,32,16,0.067000,477.611940
write,256,32,32,16,0.066000,484.848485
write,256,32,32,16,0.064000,500.000000
write,256,32,32,16,0.067000,477.611940
write,256,32,32,16,0.064000,500.000000
read,256,32,32,16,0.051000,627.450980
read,256,32,32,16,0.007000,4571.428571
read,256,32,32,16,0.007000,4571.428571
read,256,32,32,16,0.006000,5333.333333
read,256,32,32,16,0.007000,4571.428571
read,256,32,32,16,0.007000,4571.428571
read,256,32,32,16,0.007000,4571.428571
read,256,32,32,16,0.012000,2666.666667
write,256,128,32,16,0.214000,598.130841
write,256,128,32,16,0.136000,941.176471
read,256,128,32,16,0.050000,2560.000000
read,256,128,32,16,0.022000,5818.181818
write,1024,32,32,16,0.141000,226.950355
write,1024,32,32,16,0.065000,492.307692
write,1024,32,32,16,0.062000,516.129032
write,1024,32,32,16,0.062000,516.129032
write,1024,32,32,16,0.062000,516.129032
write,1024,32,32,16,0.063000,507.936508
write,1024,32,32,16,0.067000,477.611940
write,1024,32,32,16,0.064000,500.000000
write,1024,32,32,16,0.065000,492.307692
write,1024,32,32,16,0.066000,484.848485
write,1024,32,32,16,0.060000,533.333333
write,1024,32,32,16,0.064000,500.000000
write,1024,32,32,16,0.065000,492.307692
write,1024,32,32,16,0.066000,484.848485
write,1024,32,32,16,0.064000,500.000000
write,1024,32,32,16,0.062000,516.129032
write,1024,32,32,16,0.060000,533.333333
write,1024,32,32,16,0.066000,484.848485
write,1024,32,32,16,0.064000,500.000000
write,1024,32,32,16,0.068000,470.588235
write,1024,32,32,16,0.065000,492.307692
write,1024,32,32,16,0.062000,516.129032
write,1024,32,32,16,0.065000,492.307692
write,1024,32,32,16,0.063000,507.936508
write,1024,32,32,16,0.082000,390.243902
write,1024,32,32,16,0.076000,421.052632
write,1024,32,32,16,0.068000,470.588235
write,1024,32,32,16,0.066000,484.848485
write,1024,32,32,16,0.067000,477.611940
write,1024,32,32,16,0.065000,492.307692
write,1024,32,32,16,0.066000,484.848485
write,1024,32,32,16,0.064000,500.000000
read,1024,32,32,16,0.044000,727.272727
read,1024,32,32,16,0.008000,4000.000000
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.008000,4000.000000
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.006000,5333.333333
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.021000,1523.809524
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.007000,4571.428571
read,1024,32,32,16,0.005000,6400.000000
write,1024,128,32,16,0.216000,592.592593
write,1024,128,32,16,0.139000,920.863309
write,1024,128,32,16,0.136000,941.176471
write,1024,128,32,16,0.142000,901.408451
write,1024,128,32,16,0.141000,907.801418
write,1024,128,32,16,0.139000,920.863309
write,1024,128,32,16,0.144000,888.888889
write,1024,128,32,16,0.139000,920.863309
read,1024,128,32,16,0.047000,2723.404255
read,1024,128,32,16,0.018000,7111.111111
read,1024,128,32,16,0.017000,7529.411765
read,1024,128,32,16,0.017000,7529.411765
read,1024,128,32,16,0.018000,7111.111111
read,1024,128,32,16,0.016000,8000.000000
read,1024,128,32,16,0.018000,7111.111111
read,1024,128,32,16,0.015000,8533.333333
write,1024,512,32,16,0.497000,1030.181087
write,1024,512,32,16,0.451000,1135.254989
read,1024,512,32,16,0.112000,4571.428571
read,1024,512,32,16,0.060000,8533.333333
write,64,32,64,16,0.189000,169.312169
write,64,32,64,16,0.057000,561.403509
read,64,32,64,16,0.031000,1032.258065
read,64,32,64,16,0.015000,2133.333333
write,256,32,64,16,0.110000,290.909091
write,256,32,64,16,0.050000,640.000000
write,256,32,64,16,0.049000,653.061224
write,256,32,64,16,0.051000,627.450980
write,256,32,64,16,0.051000,627.450980
write,256,32,64,16,0.049000,653.061224
write,256,32,64,16,0.050000,640.000000
write,256,32,64,16,0.051000,627.450980
read,256,32,64,16,0.035000,914.285714
read,256,32,64,16,0.008000,4000.000000
read,256,32,64,16,0.006000,5333.333333
read,256,32,64,16,0.005000,6400.000000
read,256,32,64,16,0.006000,5333.333333
read,256,32,64,16,0.005000,6400.000000
read,256,32,64,16,0.007000,4571.428571
read,256,32,64,16,0.009000,3555.555556
write,256,128,64,16,0.157000,815.286624
write,256,128,64,16,0.103000,1242.718447
read,256,128,64,16,0.031000,4129.032258
read,256,128,64,16,0.017000,7529.411765
write,1024,32,64,16,0.110000,290.909091
write,1024,32,64,16,0.051000,627.450980
write,1024,32,64,16,0.049000,653.061224
write,1024,32,64,16,0.047000,680.851064
write,1024,32,64,16,0.045000,711.111111
write,1024,32,64,16,0.047000,680.851064
write,1024,32,64,16,0.048000,666.666667
write,1024,32,64,16,0.046000,695.652174
write,1024,32,64,16,0.048000,666.666667
write,1024,32,64,16,0.051000,627.450980
write,1024,32,64,16,0.048000,666.666667
write,1024,32,64,16,0.053000,603.773585
write,1024,32,64,16,0.050000,640.000000
write,1024,32,64,16,0.059000,542.372881
write,1024,32,64,16,0.054000,592.592593
write,1024,32,64,16,0.050000,640.000000
write,1024,32,64,16,0.051000,627.450980
write,1024,32,64,16,0.055000,581.818182
write,1024,32,64,16,0.055000,581.818182
write,1024,32,64,16,0.050000,640.000000
write,1024,32,64,16,0.050000,640.000000
write,1024,32,64,16,0.048000,666.666667
write,1024,32,64,16,0.053000,603.773585
write,1024,32,64,16,0.050000,640.000000
write,1024,32,64,16,0.052000,615.384615
write,1024,32,64,16,0.051000,627.450980
write,1024,32,64,16,0.049000,653.061224
write,1024,32,64,16,0.050000,640.000000
write,1024,32,64,16,0.053000,603.773585
write,1024,32,64,16,0.051000,627.450980
write,1024,32,64,16,0.054000,592.592593
write,1024,32,64,16,0.051000,627.450980
read,1024,32,64,16,0.036000,888.888889
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.006000,5333.333333
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.016000,2000.000000
read,1024,32,64,16,0.006000,5333.333333
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.005000,6400.000000
read,1024,32,64,16,0.004000,8000.000000
write,1024,128,64,16,0.166000,771.084337
write,1024,128,64,16,0.100000,1280.000000
write,1024,128,64,16,0.101000,1267.326733
write,1024,128,64,16,0.100000,1280.000000
write,1024,128,64,16,0.099000,1292.929293
write,1024,128,64,16,0.100000,1280.000000
write,1024,128,64,16,0.104000,1230.769231
write,1024,128,64,16,0.103000,1242.718447
read,1024,128,64,16,0.032000,4000.000000
read,1024,128,64,16,0.013000,9846.153846
read,1024,128,64,16,0.011000,11636.363636
read,1024,128,64,16,0.013000,9846.153846
read,1024,128,64,16,0.013000,9846.153846
read,1024,128,64,16,0.012000,10666.666667
read,1024,128,64,16,0.013000,9846.153846
read,1024,128,64,16,0.011000,11636.363636
write,1024,512,64,16,0.376000,1361.702128
write,1024,512,64,16,0.318000,1610.062893
read,1024,512,64,16,0.066000,7757.575758
read,1024,512,64,16,0.042000,12190.476190
write,64,32,2,32,0.188000,170.212766
write,64,32,2,32,0.077000,415.584416
read,64,32,2,32,0.031000,1032.258065
read,64,32,2,32,0.015000,2133.333333
write,256,32,2,32,0.124000,258.064516
write,256,32,2,32,0.064000,500.000000
write,256,32,2,32,0.064000,500.000000
write,256,32,2,32,0.066000,484.848485
write,256,32,2,32,0.063000,507.936508
write,256,32,2,32,0.063000,507.936508
write,256,32,2,32,0.063000,507.936508
write,256,32,2,32,0.065000,492.307692
read,256,32,2,32,0.040000,800.000000
read,256,32,2,32,0.007000,4571.428571
read,256,32,2,32,0.007000,4571.428571
read,256,32,2,32,0.007000,4571.428571
read,256,32,2,32,0.007000,4571.428571
read,256,32,2,32,0.006000,5333.333333
read,256,32,2,32,0.006000,5333.333333
read,256,32,2,32,0.012000,2666.666667
write,256,128,2,32,0.165000,775.757576
write,256,128,2,32,0.098000,1306.122449
read,256,128,2,32,0.028000,4571.428571
read,256,128,2,32,0.016000,8000.000000
write,1024,32,2,32,0.091000,351.648352
write,1024,32,2,32,0.047000,680.851064
write,1024,32,2,32,0.045000,711.111111
write,1024,32,2,32,0.046000,695.652174
write,1024,32,2,32,0.045000,711.111111
write,1024,32,2,32,0.048000,666.666667
write,1024,32,2,32,0.045000,711.111111
write,1024,32,2,32,0.046000,695.652174
write,1024,32,2,32,0.050000,640.000000
write,1024,32,2,32,0.049000,653.061224
write,1024,32,2,32,0.046000,695.652174
write,1024,32,2,32,0.048000,666.666667
write,1024,32,2,32,0.047000,680.851064
write,1024,32,2,32,0.051000,627.450980
write,1024,32,2,32,0.048000,666.666667
write,1024,32,2,32,0.048000,666.666667
write,1024,32,2,32,0.046000,695.652174
write,1024,32,2,32,0.049000,653.061224
write,1024,32,2,32,0.047000,680.851064
write,1024,32,2,32,0.051000,627.450980
write,1024,32,2,32,0.049000,653.061224
write,1024,32,2,32,0.045000,711.111111
write,1024,32,2,32,0.052000,615.384615
write,1024,32,2,32,0.047000,680.851064
write,1024,32,2,32,0.050000,640.000000
write,1024,32,2,32,0.049000,653.061224
write,1024,32,2,32,0.045000,711.111111
write,1024,32,2,32,0.048000,666.666667
write,1024,32,2,32,0.048000,666.666667
write,1024,32,2,32,0.047000,680.851064
write,1024,32,2,32,0.048000,666.666667
write,1024,32,2,32,0.045000,711.111111
read,1024,32,2,32,0.031000,1032.258065
read,1024,32,2,32,0.006000,5333.333333
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.004000,8000.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.004000,8000.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.015000,2133.333333
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.004000,8000.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.005000,6400.000000
read,1024,32,2,32,0.003000,10666.666667
write,1024,128,2,32,0.148000,864.864865
write,1024,128,2,32,0.100000,1280.000000
write,1024,128,2,32,0.098000,1306.122449
write,1024,128,2,32,0.097000,1319.587629
write,1024,128,2,32,0.097000,1319.587629
write,1024,128,2,32,0.097000,1319.587629
write,1024,128,2,32,0.100000,1280.000000
write,1024,128,2,32,0.111000,1153.153153
read,1024,128,2,32,0.237000,540.084388
read,1024,128,2,32,0.012000,10666.666667
read,1024,128,2,32,0.011000,11636.363636
read,1024,128,2,32,0.011000,11636.363636
read,1024,128,2,32,0.013000,9846.153846
read,1024,128,2,32,0.011000,11636.363636
read,1024,128,2,32,0.012000,10666.666667
read,1024,128,2,32,0.009000,14222.222222
write,1024,512,2,32,0.371000,1380.053908
write,1024,512,2,32,0.300000,1706.666667
read,1024,512,2,32,0.060000,8533.333333
read,1024,512,2,32,0.040000,12800.000000
write,64,32,4,32,0.183000,174.863388
write,64,32,4,32,0.081000,395.061728
read,64,32,4,32,0.034000,941.176471
read,64,32,4,32,0.015000,2133.333333
write,256,32,4,32,0.131000,244.274809
write,256,32,4,32,0.064000,500.000000
write,256,32,4,32,0.065000,492.307692
write,256,32,4,32,0.066000,484.848485
write,256,32,4,32,0.069000,463.768116
write,256,32,4,32,0.072000,444.444444
write,256,32,4,32,0.065000,492.307692
write,256,32,4,32,0.067000,477.611940
read,256,32,4,32,0.041000,780.487805
read,256,32,4,32,0.008000,4000.000000
read,256,32,4,32,0.007000,4571.428571
read,256,32,4,32,0.007000,4571.428571
read,256,32,4,32,0.006000,5333.333333
read,256,32,4,32,0.006000,5333.333333
read,256,32,4,32,0.007000,4571.428571
read,256,32,4,32,0.011000,2909.090909
write,256,128,4,32,0.209000,612.440191
write,256,128,4,32,0.144000,888.888889
read,256,128,4,32,0.039000,3282.051282
read,256,128,4,32,0.023000,5565.217391
write,1024,32,4,32,0.145000,220.689655
write,1024,32,4,32,0.070000,457.142857
write,1024,32,4,32,0.067000,477.611940
write,1024,32,4,32,0.080000,400.000000
write,1024,32,4,32,0.062000,516.129032
write,1024,32,4,32,0.064000,500.000000
write,1024,32,4,32,0.070000,457.142857
write,1024,32,4,32,0.070000,457.142857
